transaction_id,ingredient_id,quantity,transaction_type,date,reference
2472,48,59.0,Adjustment,2023-02-04,2024-09-10
2473,37,68.0,Adjustment,2023-02-01,2024-03-27
2474,37,20.0,Purchase,2023-07-30,2024-08-01
2475,24,14.0,Consumption,2024-06-25,2024-03-01
2476,1,7.0,Purchase,2024-04-23,2023-11-01
2477,47,13.0,Purchase,2024-10-11,2023-04-30
2478,1,14.0,Consumption,2023-07-04,2023-05-05
2479,15,1.0,Consumption,2023-01-27,2023-03-29
2480,5,73.0,Adjustment,2023-04-15,2023-12-04
2481,27,1.0,Purchase,2023-08-28,2023-11-19
2482,24,10.0,Purchase,2023-11-01,2023-06-20
2483,57,7.0,Consumption,2023-07-21,2024-01-17
2484,32,18.0,Purchase,2024-09-13,2024-02-27
2485,15,1.0,Purchase,2023-10-29,2023-02-20
2486,16,1.0,Purchase,2023-06-09,2023-02-04
2487,26,24.0,Adjustment,2024-07-16,2023-02-15
2488,49,20.0,Consumption,2023-12-13,2023-02-14
2489,56,45.0,Adjustment,2023-07-09,2023-08-15
2490,51,9.0,Purchase,2023-09-13,2024-09-15
2491,2,14.0,Purchase,2024-06-19,2023-08-09
2492,22,63.0,Adjustment,2024-08-11,2023-11-04
2493,4,10.0,Consumption,2023-06-05,2023-04-04
2494,61,80.0,Adjustment,2024-06-11,2024-05-10
2495,29,17.0,Consumption,2024-05-14,2024-05-20
2496,36,19.0,Purchase,2023-06-30,2023-10-15
2497,47,12.0,Consumption,2023-07-09,2024-10-22
2498,12,2.0,Purchase,2023-01-20,2024-02-10
2499,6,6.0,Purchase,2023-08-26,2024-06-02
2500,18,72.0,Adjustment,2024-10-15,2024-09-02
2501,35,69.0,Adjustment,2023-04-18,2023-11-30
2502,22,5.0,Purchase,2024-05-20,2023-12-03
2503,39,7.0,Consumption,2023-05-09,2024-02-17
2504,22,31.0,Adjustment,2023-05-14,2024-07-31
2505,33,5.0,Purchase,2023-11-29,2024-10-10
2506,25,2.0,Purchase,2023-09-25,2023-08-03
2507,4,3.0,Purchase,2024-01-17,2024-01-13
2508,22,3.0,Purchase,2023-07-05,2024-01-28
2509,60,24.0,Adjustment,2024-07-12,2023-09-11
2510,15,19.0,Consumption,2024-10-13,2024-10-02
2511,54,5.0,Consumption,2023-08-08,2023-07-20
2512,39,17.0,Purchase,2023-09-25,2024-06-06
2513,6,12.0,Purchase,2023-09-11,2023-02-05
2514,12,11.0,Purchase,2024-09-20,2024-07-07
2515,46,12.0,Adjustment,2023-06-02,2024-07-30
2516,53,6.0,Purchase,2023-05-12,2024-03-25
2517,53,2.0,Consumption,2024-07-11,2023-09-13
2518,35,50.0,Adjustment,2024-05-29,2023-09-04
2519,33,77.0,Adjustment,2024-01-26,2023-04-29
2520,1,4.0,Purchase,2023-11-30,2023-01-03
2521,18,17.0,Purchase,2024-04-09,2024-05-06
2522,22,6.0,Consumption,2023-12-18,2023-11-24
2523,34,40.0,Adjustment,2023-01-01,2024-01-27
2524,55,14.0,Consumption,2023-05-22,2024-08-23
2525,60,18.0,Purchase,2023-01-11,2024-04-14
2526,23,9.0,Consumption,2024-03-28,2023-02-27
2527,17,14.0,Purchase,2024-05-16,2023-02-10
2528,56,17.0,Purchase,2023-03-08,2024-10-22
2529,16,20.0,Purchase,2023-07-21,2023-08-05
2530,36,5.0,Purchase,2024-02-03,2023-08-06
2531,2,19.0,Purchase,2024-09-22,2023-10-11
2532,38,38.0,Adjustment,2023-03-03,2023-05-17
2533,52,7.0,Purchase,2024-04-20,2023-03-03
2534,30,55.0,Adjustment,2023-12-24,2024-09-08
2535,25,26.0,Adjustment,2024-03-29,2024-06-17
2536,14,16.0,Consumption,2024-06-22,2024-07-17
2537,24,7.0,Consumption,2023-06-20,2023-04-24
2538,2,10.0,Purchase,2024-02-22,2024-06-16
2539,15,1.0,Consumption,2023-07-18,2024-09-22
2540,57,68.0,Adjustment,2024-03-14,2024-01-05
2541,7,12.0,Consumption,2023-11-01,2023-03-27
2542,47,54.0,Adjustment,2024-10-20,2024-01-30
2543,12,45.0,Adjustment,2023-06-08,2023-10-29
2544,36,19.0,Consumption,2024-08-29,2023-10-09
2545,38,39.0,Adjustment,2023-06-09,2023-03-30
2546,7,3.0,Purchase,2023-12-12,2023-06-10
2547,27,78.0,Adjustment,2024-09-25,2023-07-20
2548,14,10.0,Consumption,2023-10-11,2024-04-21
2549,21,16.0,Purchase,2023-04-02,2023-01-11
2550,23,68.0,Adjustment,2024-09-24,2023-02-19
2551,36,10.0,Purchase,2024-10-07,2024-05-25
2552,21,64.0,Adjustment,2023-03-02,2023-07-21
2553,50,8.0,Purchase,2024-08-14,2024-08-13
2554,50,11.0,Purchase,2023-05-15,2023-03-15
2555,24,2.0,Purchase,2023-08-08,2023-01-01
2556,12,2.0,Purchase,2023-12-10,2023-05-25
2557,6,19.0,Consumption,2024-01-21,2024-01-16
2558,33,12.0,Adjustment,2024-03-09,2024-01-09
2559,58,85.0,Adjustment,2023-06-22,2024-02-17
2560,60,9.0,Purchase,2024-01-07,2023-06-15
2561,9,20.0,Purchase,2024-07-28,2023-09-28
2562,36,11.0,Purchase,2024-07-03,2024-03-04
2563,6,65.0,Adjustment,2024-01-03,2024-10-29
2564,52,2.0,Purchase,2024-09-22,2023-06-07
2565,26,12.0,Consumption,2024-08-25,2023-03-27
2566,51,85.0,Adjustment,2023-05-26,2023-02-17
2567,30,5.0,Purchase,2023-04-08,2023-03-14
2568,37,19.0,Consumption,2024-08-29,2023-07-29
2569,48,13.0,Consumption,2023-06-10,2023-01-12
2570,29,36.0,Adjustment,2023-12-02,2023-08-09
2571,4,10.0,Consumption,2023-11-10,2023-02-28
2572,24,2.0,Consumption,2023-06-21,2024-09-25
2573,2,80.0,Adjustment,2024-06-10,2024-06-06
2574,23,18.0,Consumption,2023-03-27,2023-09-20
2575,23,16.0,Purchase,2023-08-22,2023-01-07
2576,49,55.0,Adjustment,2023-03-23,2023-08-17
2577,48,18.0,Consumption,2023-10-13,2023-12-30
2578,39,20.0,Consumption,2024-03-25,2023-05-02
2579,27,15.0,Purchase,2023-01-29,2023-10-17
2580,61,10.0,Purchase,2024-02-25,2023-09-03
2581,15,42.0,Adjustment,2023-03-08,2023-04-16
2582,15,2.0,Consumption,2024-08-04,2024-01-08
2583,52,11.0,Consumption,2024-04-07,2023-12-08
2584,42,19.0,Consumption,2023-07-23,2023-09-15
2585,44,89.0,Adjustment,2024-09-15,2024-07-13
2586,9,11.0,Purchase,2023-03-16,2023-08-04
2587,44,63.0,Adjustment,2023-04-17,2023-08-25
2588,21,12.0,Purchase,2023-07-24,2024-05-31
2589,26,20.0,Purchase,2024-01-14,2024-06-23
2590,30,4.0,Purchase,2023-09-08,2024-06-03
2591,36,19.0,Adjustment,2023-08-16,2023-03-22
2592,35,18.0,Purchase,2023-05-17,2023-11-16
2593,46,4.0,Consumption,2024-09-24,2024-04-30
2594,37,18.0,Purchase,2023-02-16,2024-04-05
2595,46,72.0,Adjustment,2023-05-15,2024-07-01
2596,1,50.0,Adjustment,2024-10-07,2024-01-31
2597,42,20.0,Consumption,2024-02-09,2023-06-27
2598,12,2.0,Purchase,2024-08-21,2023-05-12
2599,57,19.0,Purchase,2023-04-04,2023-08-10
2600,5,68.0,Adjustment,2024-03-23,2023-08-18
2601,56,5.0,Purchase,2024-06-06,2024-02-08
2602,1,89.0,Adjustment,2023-02-26,2023-10-15
2603,20,2.0,Purchase,2023-11-11,2023-04-10
2604,54,15.0,Consumption,2023-04-14,2023-06-06
2605,42,89.0,Adjustment,2024-10-13,2023-03-19
2606,18,83.0,Adjustment,2023-03-17,2024-04-28
2607,61,5.0,Consumption,2023-02-01,2024-10-30
2608,23,83.0,Adjustment,2024-08-27,2024-01-18
2609,37,3.0,Purchase,2024-02-07,2023-06-13
2610,61,43.0,Adjustment,2024-04-05,2024-04-04
2611,21,79.0,Adjustment,2023-06-23,2023-04-13
2612,20,75.0,Adjustment,2023-10-24,2024-07-12
2613,42,9.0,Purchase,2023-07-21,2023-09-30
2614,1,60.0,Adjustment,2024-01-25,2023-05-13
2615,25,11.0,Consumption,2023-06-13,2023-01-15
2616,30,20.0,Consumption,2023-10-05,2023-08-03
2617,42,5.0,Consumption,2023-09-24,2024-06-27
2618,25,55.0,Adjustment,2024-05-24,2024-08-12
2619,52,32.0,Adjustment,2023-04-25,2023-01-18
2620,47,7.0,Consumption,2024-09-04,2024-01-03
2621,1,16.0,Consumption,2024-07-16,2023-07-24
2622,51,20.0,Purchase,2023-01-19,2024-03-13
2623,16,48.0,Adjustment,2024-04-16,2024-04-05
2624,18,9.0,Consumption,2023-09-15,2024-02-06
2625,52,23.0,Adjustment,2024-04-12,2024-08-15
2626,26,14.0,Consumption,2024-10-27,2024-07-31
2627,24,9.0,Consumption,2023-10-26,2023-08-25
2628,9,21.0,Adjustment,2023-05-07,2023-09-13
2629,20,84.0,Adjustment,2023-04-05,2024-05-07
2630,12,14.0,Purchase,2023-06-01,2024-08-18
2631,6,17.0,Consumption,2024-01-17,2023-10-30
2632,29,5.0,Consumption,2023-09-26,2023-07-16
2633,33,7.0,Consumption,2023-11-10,2024-09-17
2634,14,3.0,Consumption,2023-03-17,2023-08-12
2635,14,11.0,Purchase,2024-07-25,2024-06-25
2636,34,16.0,Purchase,2024-03-29,2024-10-02
2637,54,6.0,Consumption,2024-02-21,2024-08-16
2638,59,25.0,Adjustment,2024-10-25,2023-10-10
2639,4,94.0,Adjustment,2023-03-06,2023-09-14
2640,12,9.0,Purchase,2023-02-23,2024-09-22
2641,53,8.0,Consumption,2024-05-31,2023-11-20
2642,61,76.0,Adjustment,2023-02-15,2023-10-09
2643,37,75.0,Adjustment,2023-06-03,2024-02-22
2644,9,12.0,Purchase,2023-04-14,2023-10-30
2645,39,9.0,Purchase,2024-06-09,2024-09-20
2646,60,72.0,Adjustment,2024-06-04,2024-07-23
2647,29,3.0,Consumption,2023-10-25,2023-03-15
2648,40,9.0,Purchase,2024-10-20,2023-06-05
2649,40,4.0,Purchase,2023-08-03,2024-08-09
2650,52,2.0,Consumption,2024-06-10,2024-10-15
2651,23,87.0,Adjustment,2023-11-28,2023-11-22
2652,47,48.0,Adjustment,2023-09-04,2024-06-12
2653,22,12.0,Purchase,2024-07-01,2024-02-17
2654,27,5.0,Consumption,2024-06-19,2023-11-15
2655,24,75.0,Adjustment,2023-03-26,2024-10-31
2656,12,2.0,Purchase,2023-08-31,2024-03-21
2657,24,64.0,Adjustment,2023-08-02,2024-09-08
2658,4,8.0,Consumption,2024-01-07,2024-05-05
2659,18,19.0,Consumption,2024-05-03,2023-10-03
2660,44,3.0,Purchase,2023-12-27,2023-11-25
2661,55,1.0,Purchase,2023-03-18,2024-10-10
2662,11,3.0,Purchase,2023-10-12,2024-09-27
2663,40,25.0,Adjustment,2023-01-18,2024-09-26
2664,21,3.0,Consumption,2024-06-21,2023-03-05
2665,49,6.0,Consumption,2023-08-12,2023-06-30
2666,12,18.0,Adjustment,2024-06-17,2023-10-13
2667,52,2.0,Purchase,2023-11-29,2024-10-13
2668,6,27.0,Adjustment,2023-05-12,2023-12-10
2669,22,15.0,Adjustment,2024-09-22,2023-08-13
2670,28,84.0,Adjustment,2024-01-21,2024-04-26
2671,29,2.0,Purchase,2023-08-05,2023-09-03
2672,56,73.0,Adjustment,2024-08-09,2024-03-07
2673,30,19.0,Purchase,2023-09-18,2024-03-28
2674,1,10.0,Purchase,2024-04-17,2024-06-16
2675,14,12.0,Consumption,2024-08-06,2024-01-24
2676,40,18.0,Consumption,2024-01-23,2023-08-12
2677,32,43.0,Adjustment,2024-06-15,2024-07-26
2678,5,20.0,Consumption,2023-07-07,2024-10-14
2679,60,13.0,Consumption,2024-09-21,2023-11-26
2680,51,14.0,Purchase,2024-02-26,2023-05-22
2681,35,10.0,Purchase,2024-08-16,2023-07-09
2682,23,8.0,Consumption,2024-09-29,2024-06-28
2683,49,11.0,Purchase,2023-08-09,2023-06-26
2684,22,20.0,Consumption,2023-12-26,2024-07-02
2685,38,80.0,Adjustment,2024-08-28,2024-08-23
2686,35,7.0,Consumption,2024-05-02,2023-02-08
2687,11,18.0,Adjustment,2023-05-27,2023-03-08
2688,47,23.0,Adjustment,2023-07-02,2024-01-16
2689,44,3.0,Consumption,2023-05-18,2023-09-27
2690,25,11.0,Consumption,2023-07-04,2023-12-24
2691,50,56.0,Adjustment,2024-08-05,2023-11-04
2692,35,19.0,Purchase,2024-08-27,2024-10-30
2693,53,11.0,Consumption,2023-11-09,2023-10-06
2694,26,17.0,Consumption,2024-08-30,2023-02-19
2695,20,3.0,Purchase,2024-04-03,2024-03-14
2696,33,58.0,Adjustment,2023-04-01,2024-07-04
2697,33,12.0,Purchase,2024-02-04,2024-05-14
2698,12,6.0,Consumption,2024-06-13,2023-10-31
2699,37,3.0,Consumption,2024-07-11,2023-05-30
2700,34,17.0,Purchase,2024-10-20,2023-12-22
2701,35,8.0,Purchase,2024-09-18,2023-06-13
2702,12,19.0,Purchase,2024-04-08,2024-09-10
2703,2,2.0,Consumption,2023-11-16,2024-09-14
2704,53,96.0,Adjustment,2023-10-12,2023-09-28
2705,56,2.0,Consumption,2023-08-08,2023-11-26
2706,17,17.0,Consumption,2024-07-27,2024-05-13
2707,60,8.0,Purchase,2024-02-26,2023-12-02
2708,17,20.0,Consumption,2023-10-13,2023-04-26
2709,57,59.0,Adjustment,2023-06-23,2024-07-07
2710,37,1.0,Purchase,2024-06-28,2024-05-02
2711,38,5.0,Consumption,2023-02-09,2023-07-05
2712,54,18.0,Consumption,2024-08-03,2024-10-06
2713,53,7.0,Purchase,2024-01-28,2023-12-22
2714,24,15.0,Purchase,2024-10-01,2023-04-22
2715,58,7.0,Purchase,2024-01-17,2023-10-23
2716,40,13.0,Consumption,2023-05-26,2024-08-08
2717,38,16.0,Purchase,2024-04-15,2024-04-26
2718,33,94.0,Adjustment,2024-01-18,2023-05-24
2719,34,31.0,Adjustment,2024-09-09,2024-03-07
2720,51,20.0,Purchase,2023-05-29,2023-03-07
2721,59,10.0,Purchase,2024-08-08,2024-08-07
2722,39,75.0,Adjustment,2023-12-08,2023-01-10
2723,14,3.0,Purchase,2023-01-12,2024-02-23
2724,7,85.0,Adjustment,2024-05-03,2024-06-15
2725,58,32.0,Adjustment,2024-07-16,2023-09-26
2726,15,13.0,Consumption,2024-03-23,2023-08-21
2727,17,1.0,Purchase,2024-09-14,2024-02-02
2728,60,20.0,Consumption,2024-01-12,2023-05-28
2729,17,16.0,Consumption,2024-03-19,2024-09-17
2730,46,66.0,Adjustment,2023-04-15,2023-01-28
2731,16,6.0,Consumption,2024-10-23,2023-02-19
2732,18,17.0,Purchase,2024-05-26,2023-12-12
2733,23,9.0,Purchase,2023-01-11,2023-03-14
2734,36,62.0,Adjustment,2024-06-02,2023-04-24
2735,17,9.0,Purchase,2023-05-23,2023-11-28
2736,40,8.0,Consumption,2024-01-22,2024-03-21
2737,11,20.0,Consumption,2023-05-15,2024-08-19
2738,16,10.0,Purchase,2024-02-26,2024-04-10
2739,61,81.0,Adjustment,2024-04-10,2023-09-12
2740,52,15.0,Purchase,2023-07-08,2023-03-02
2741,17,45.0,Adjustment,2024-04-23,2023-08-09
2742,58,87.0,Adjustment,2024-02-19,2024-07-27
2743,57,11.0,Purchase,2023-02-08,2024-06-06
2744,51,7.0,Consumption,2023-11-20,2024-09-14
2745,48,9.0,Consumption,2024-03-28,2023-11-25
2746,51,32.0,Adjustment,2023-01-25,2024-03-09
2747,35,15.0,Purchase,2024-01-29,2023-01-20
2748,27,12.0,Consumption,2024-06-26,2024-10-25
2749,36,79.0,Adjustment,2023-08-21,2023-05-18
2750,15,7.0,Purchase,2024-10-22,2024-06-05
2751,57,16.0,Purchase,2024-01-05,2024-08-10
2752,51,5.0,Purchase,2023-11-18,2024-10-14
2753,36,4.0,Purchase,2023-08-01,2023-08-01
2754,39,3.0,Consumption,2024-03-11,2023-12-24
2755,61,62.0,Adjustment,2023-03-24,2023-02-16
2756,27,19.0,Purchase,2024-07-23,2023-01-29
2757,8,18.0,Consumption,2023-01-25,2024-08-02
2758,35,14.0,Purchase,2024-02-04,2024-03-09
2759,28,14.0,Consumption,2023-10-12,2024-06-24
2760,15,8.0,Purchase,2024-08-15,2023-05-15
2761,21,20.0,Consumption,2024-08-10,2024-03-11
2762,15,3.0,Purchase,2024-10-31,2023-04-20
2763,39,10.0,Purchase,2023-03-08,2023-04-03
2764,32,14.0,Consumption,2024-04-26,2024-05-18
2765,38,10.0,Purchase,2024-08-13,2024-07-24
2766,40,9.0,Purchase,2023-09-25,2023-03-20
2767,55,10.0,Purchase,2023-08-04,2023-07-17
2768,32,12.0,Consumption,2023-12-18,2024-10-21
2769,55,9.0,Purchase,2023-02-20,2024-03-31
2770,40,1.0,Consumption,2023-11-02,2024-02-05
2771,53,3.0,Consumption,2023-12-14,2023-03-19
2772,15,32.0,Adjustment,2024-06-01,2023-03-28
2773,39,78.0,Adjustment,2024-03-30,2023-03-14
2774,52,11.0,Purchase,2023-05-14,2023-09-14
2775,23,18.0,Purchase,2023-11-12,2023-06-04
2776,29,21.0,Adjustment,2024-02-22,2024-05-08
2777,15,7.0,Consumption,2023-01-19,2023-04-10
2778,57,7.0,Purchase,2024-01-10,2024-10-08
2779,1,16.0,Consumption,2024-07-09,2024-03-26
2780,1,6.0,Consumption,2023-08-01,2023-06-11
2781,37,14.0,Consumption,2023-07-08,2024-02-17
2782,54,36.0,Adjustment,2023-01-16,2023-10-28
2783,36,17.0,Consumption,2023-07-09,2024-09-14
2784,4,100.0,Adjustment,2024-01-28,2023-06-24
2785,14,99.0,Adjustment,2023-10-09,2024-06-15
2786,35,6.0,Purchase,2023-03-13,2023-01-15
2787,32,30.0,Adjustment,2023-06-03,2023-07-10
2788,17,18.0,Purchase,2024-10-28,2023-11-06
2789,37,47.0,Adjustment,2024-10-17,2024-04-11
2790,27,18.0,Purchase,2024-10-05,2024-03-17
2791,14,3.0,Consumption,2023-06-20,2024-06-26
2792,58,38.0,Adjustment,2023-06-27,2023-10-21
2793,29,57.0,Adjustment,2024-07-29,2024-03-16
2794,15,16.0,Purchase,2024-01-28,2023-11-14
2795,40,2.0,Consumption,2023-09-30,2023-11-28
2796,20,20.0,Purchase,2023-09-27,2023-01-09
2797,48,13.0,Consumption,2023-04-21,2024-05-07
2798,9,2.0,Purchase,2023-09-02,2024-06-04
2799,25,17.0,Purchase,2023-01-19,2024-09-30
2800,22,6.0,Purchase,2023-02-10,2024-04-25
2801,57,83.0,Adjustment,2024-05-19,2023-11-26
2802,26,12.0,Consumption,2023-12-17,2023-02-05
2803,47,13.0,Consumption,2024-04-19,2023-06-29
2804,39,4.0,Consumption,2023-07-26,2023-12-26
2805,22,20.0,Purchase,2024-01-19,2023-02-22
2806,37,10.0,Consumption,2023-05-26,2024-04-14
2807,11,20.0,Consumption,2023-04-15,2024-03-30
2808,26,13.0,Purchase,2023-09-09,2023-11-02
2809,26,4.0,Consumption,2023-09-16,2023-09-06
2810,1,19.0,Consumption,2024-10-26,2024-08-17
2811,52,4.0,Purchase,2023-08-22,2024-04-14
2812,44,85.0,Adjustment,2023-02-27,2023-01-15
2813,58,35.0,Adjustment,2024-06-15,2024-10-09
2814,53,18.0,Purchase,2023-04-24,2023-07-27
2815,26,50.0,Adjustment,2024-09-21,2024-04-24
2816,58,9.0,Purchase,2024-04-02,2023-11-05
2817,20,23.0,Adjustment,2023-10-14,2024-01-28
2818,3,3.0,Consumption,2023-10-07,2024-01-22
2819,17,17.0,Consumption,2024-10-12,2023-04-13
2820,24,15.0,Consumption,2023-11-08,2023-12-25
2821,27,6.0,Consumption,2024-09-11,2023-03-20
2822,61,3.0,Consumption,2023-02-07,2023-10-05
2823,60,15.0,Purchase,2023-07-19,2023-11-15
2824,23,6.0,Purchase,2024-06-26,2023-09-27
2825,12,47.0,Adjustment,2024-05-23,2024-03-07
2826,59,13.0,Consumption,2023-08-10,2023-12-23
2827,39,72.0,Adjustment,2023-09-24,2024-05-06
2828,2,8.0,Consumption,2023-01-29,2024-10-02
2829,49,13.0,Adjustment,2023-01-24,2024-01-22
2830,34,6.0,Purchase,2023-07-09,2024-10-13
2831,33,9.0,Consumption,2023-02-26,2024-05-17
2832,2,91.0,Adjustment,2023-06-22,2024-03-31
2833,25,19.0,Adjustment,2023-09-21,2024-03-30
2834,15,13.0,Consumption,2024-05-02,2024-01-13
2835,44,76.0,Adjustment,2024-03-13,2023-02-21
2836,47,10.0,Purchase,2023-03-13,2024-06-11
2837,22,15.0,Purchase,2024-07-14,2023-04-23
2838,4,20.0,Purchase,2024-10-29,2023-12-11
2839,50,2.0,Consumption,2023-02-26,2023-01-11
2840,44,4.0,Consumption,2023-07-05,2024-03-27
2841,14,2.0,Purchase,2024-07-22,2024-09-06
2842,7,14.0,Purchase,2024-05-21,2024-02-13
2843,49,18.0,Purchase,2023-05-18,2023-04-07
2844,23,20.0,Consumption,2023-04-08,2023-11-26
2845,54,5.0,Consumption,2024-06-10,2023-02-27
2846,23,87.0,Adjustment,2024-02-09,2024-01-02
2847,5,18.0,Adjustment,2023-05-28,2023-05-10
2848,55,11.0,Consumption,2023-11-05,2024-01-05
2849,11,6.0,Purchase,2023-12-23,2024-07-15
2850,49,15.0,Purchase,2023-04-23,2024-04-23
2851,16,4.0,Consumption,2023-07-22,2023-07-20
2852,36,6.0,Purchase,2023-04-22,2024-08-20
2853,48,2.0,Purchase,2024-09-10,2023-12-30
2854,16,11.0,Consumption,2023-05-06,2024-02-05
2855,40,30.0,Adjustment,2023-06-25,2024-05-25
2856,40,4.0,Consumption,2023-06-16,2024-08-17
2857,11,1.0,Consumption,2023-09-10,2024-05-18
2858,28,15.0,Consumption,2024-02-17,2023-11-23
2859,59,16.0,Purchase,2023-07-26,2024-10-15
2860,59,20.0,Consumption,2023-09-16,2023-07-26
2861,52,19.0,Adjustment,2023-07-23,2023-08-15
2862,4,4.0,Purchase,2023-10-23,2023-09-14
2863,47,61.0,Adjustment,2023-10-22,2023-05-19
2864,20,72.0,Adjustment,2024-03-06,2024-09-10
2865,22,19.0,Purchase,2024-05-23,2023-12-26
2866,29,2.0,Consumption,2024-10-31,2023-04-07
2867,24,17.0,Consumption,2023-01-08,2023-03-16
2868,28,57.0,Adjustment,2023-05-25,2023-04-20
2869,39,14.0,Consumption,2023-02-18,2024-08-30
2870,52,87.0,Adjustment,2023-03-08,2024-02-26
2871,15,15.0,Purchase,2024-09-15,2023-01-07
2872,53,77.0,Adjustment,2024-01-08,2024-08-23
2873,2,7.0,Consumption,2024-07-28,2023-12-31
2874,33,78.0,Adjustment,2024-09-24,2024-06-18
2875,47,10.0,Purchase,2024-04-23,2024-08-16
2876,8,4.0,Consumption,2023-09-05,2024-09-06
2877,53,4.0,Consumption,2023-05-07,2023-12-11
2878,17,17.0,Purchase,2023-06-18,2024-01-19
2879,1,1.0,Consumption,2024-03-23,2024-02-03
2880,30,19.0,Purchase,2023-02-23,2024-02-24
2881,5,10.0,Purchase,2023-11-01,2024-06-05
2882,16,6.0,Purchase,2024-01-24,2023-02-23
2883,53,6.0,Consumption,2023-07-04,2024-04-23
2884,56,8.0,Consumption,2024-02-10,2023-06-30
2885,21,10.0,Purchase,2023-03-01,2024-09-29
2886,33,20.0,Purchase,2023-07-31,2023-08-23
2887,17,14.0,Purchase,2024-01-09,2023-01-24
2888,20,19.0,Purchase,2023-03-22,2023-08-07
2889,51,84.0,Adjustment,2023-08-13,2024-08-24
2890,25,75.0,Adjustment,2024-04-28,2024-06-09
2891,3,18.0,Purchase,2024-04-22,2023-04-23
2892,22,18.0,Purchase,2024-05-11,2024-04-27
2893,17,74.0,Adjustment,2023-01-25,2024-08-02
2894,38,17.0,Purchase,2024-05-26,2023-06-18
2895,47,13.0,Consumption,2023-02-05,2023-07-12
2896,22,69.0,Adjustment,2023-06-04,2023-10-09
2897,32,2.0,Purchase,2023-10-14,2023-07-10
2898,9,13.0,Purchase,2023-02-04,2023-08-27
2899,48,23.0,Adjustment,2024-05-06,2023-07-09
2900,50,9.0,Purchase,2023-07-05,2023-11-08
2901,15,5.0,Purchase,2023-12-25,2023-07-03
2902,61,18.0,Consumption,2024-03-24,2023-08-15
2903,46,19.0,Purchase,2023-12-08,2024-03-26
2904,53,21.0,Adjustment,2023-02-17,2023-11-17
2905,2,18.0,Consumption,2023-12-15,2023-04-07
2906,11,14.0,Purchase,2023-01-13,2023-02-13
2907,44,88.0,Adjustment,2024-08-30,2023-06-17
2908,50,3.0,Purchase,2024-04-05,2023-04-03
2909,56,9.0,Purchase,2024-02-25,2024-04-16
2910,50,39.0,Adjustment,2023-03-27,2023-06-13
2911,37,16.0,Consumption,2024-02-16,2023-10-03
2912,40,19.0,Purchase,2023-04-24,2023-08-14
2913,35,6.0,Consumption,2023-03-29,2024-03-04
2914,20,15.0,Purchase,2024-10-22,2023-01-15
2915,28,78.0,Adjustment,2024-08-29,2024-03-29
2916,29,17.0,Purchase,2024-03-11,2024-05-17
2917,34,86.0,Adjustment,2024-09-15,2024-06-08
2918,12,11.0,Consumption,2023-12-26,2023-03-31
2919,32,14.0,Purchase,2023-02-07,2023-02-09
2920,51,18.0,Consumption,2024-02-27,2023-12-31
2921,15,94.0,Adjustment,2024-09-07,2023-05-27
2922,61,97.0,Adjustment,2024-08-01,2023-02-07
2923,17,20.0,Purchase,2024-06-13,2024-09-07
2924,11,12.0,Consumption,2023-11-22,2023-11-23
2925,44,66.0,Adjustment,2024-04-19,2024-10-02
2926,2,14.0,Consumption,2023-08-19,2023-08-10
2927,28,5.0,Consumption,2023-06-10,2023-11-25
2928,60,23.0,Adjustment,2023-05-08,2023-10-01
2929,49,12.0,Consumption,2024-09-27,2024-10-02
2930,40,98.0,Adjustment,2023-04-27,2023-07-29
2931,51,11.0,Purchase,2023-12-17,2023-11-06
2932,23,87.0,Adjustment,2023-04-04,2023-01-14
2933,46,3.0,Purchase,2023-12-14,2024-04-17
2934,46,13.0,Purchase,2024-07-12,2023-09-12
2935,30,32.0,Adjustment,2023-02-23,2024-06-05
2936,12,92.0,Adjustment,2024-10-24,2023-03-04
2937,5,12.0,Purchase,2024-06-02,2023-01-01
2938,54,94.0,Adjustment,2024-09-24,2024-02-29
2939,55,5.0,Purchase,2024-03-02,2023-11-29
2940,35,99.0,Adjustment,2023-08-16,2023-07-03
2941,29,84.0,Adjustment,2023-06-25,2024-06-01
2942,8,51.0,Adjustment,2024-09-06,2023-10-06
2943,39,83.0,Adjustment,2024-03-02,2024-09-22
2944,12,1.0,Consumption,2024-04-26,2024-01-07
2945,51,11.0,Purchase,2024-02-20,2023-03-12
2946,24,14.0,Purchase,2023-12-10,2023-10-17
2947,37,98.0,Adjustment,2023-01-12,2024-07-24
2948,7,77.0,Adjustment,2023-09-15,2024-10-30
2949,27,7.0,Consumption,2024-05-21,2023-08-10
2950,53,19.0,Purchase,2023-09-12,2024-06-30
2951,46,9.0,Purchase,2023-11-29,2023-05-25
2952,3,7.0,Purchase,2023-12-17,2024-01-04
2953,18,1.0,Consumption,2023-02-01,2024-03-30
2954,3,88.0,Adjustment,2023-12-28,2023-12-05
2955,54,15.0,Consumption,2024-03-05,2023-07-26
2956,22,15.0,Purchase,2024-04-23,2024-01-31
2957,55,7.0,Consumption,2023-03-18,2023-11-27
2958,52,7.0,Purchase,2024-01-04,2023-07-30
2959,28,11.0,Consumption,2024-02-10,2024-09-30
2960,57,46.0,Adjustment,2023-07-30,2023-03-21
2961,38,56.0,Adjustment,2023-02-18,2023-08-27
2962,3,2.0,Purchase,2023-09-27,2023-01-09
2963,1,34.0,Adjustment,2024-03-22,2024-04-25
2964,30,18.0,Purchase,2023-08-13,2023-03-13
