id,order_id,payment_date,method,amount
2540,2540,2024-10-02 01:43:14,Cash,170.0
2541,2541,2024-03-21 08:28:34,Transfer,120.0
2542,2542,2024-03-06 04:46:30,Cash,160.0
2543,2543,2024-09-09 01:05:09,Card,75.0
2544,2544,2023-12-24 12:31:01,Cash,280.0
2545,2545,2024-10-13 14:20:14,Cash,120.0
2546,2546,2024-05-15 04:08:44,Transfer,200.0
2547,2547,2024-02-06 02:20:19,Card,180.0
2548,2548,2024-03-23 18:21:11,Cash,350.0
2549,2549,2024-12-21 21:02:28,Transfer,180.0
2550,2550,2024-12-12 19:16:33,Transfer,80.0
2551,2551,2024-02-05 23:30:49,Transfer,210.0
2552,2552,2024-04-11 00:15:46,Transfer,30.0
2553,2553,2024-08-19 19:53:18,Cash,30.0
2554,2554,2024-08-10 21:24:00,Card,80.0
2555,2555,2024-04-19 16:47:35,Card,210.0
2556,2556,2024-12-07 17:57:46,Cash,225.0
2557,2557,2024-10-11 22:33:40,Card,105.0
2558,2558,2024-06-15 19:10:39,Card,150.0
2559,2559,2024-05-26 01:28:12,Transfer,90.0
2560,2560,2024-06-04 08:45:15,Transfer,75.0
2561,2561,2023-12-29 06:09:56,Cash,340.0
2562,2562,2024-12-17 07:03:07,Card,350.0
2563,2563,2024-02-22 06:46:00,Cash,140.0
2564,2564,2024-10-15 22:38:18,Cash,70.0
2565,2565,2024-10-14 11:17:14,Card,140.0
2566,2566,2024-05-07 04:40:39,Card,80.0
2567,2567,2024-11-12 00:53:48,Cash,85.0
2568,2568,2024-06-07 19:52:59,Cash,350.0
2569,2569,2024-09-02 15:30:30,Cash,105.0
2570,2570,2024-10-12 00:39:55,Cash,350.0
2571,2571,2024-01-14 07:49:13,Cash,340.0
2572,2572,2024-07-27 02:37:04,Cash,195.0
2573,2573,2024-02-09 01:26:20,Transfer,75.0
2574,2574,2024-08-04 13:49:30,Cash,240.0
2575,2575,2024-11-09 09:56:32,Cash,60.0
2576,2576,2024-10-19 23:41:15,Transfer,400.0
2577,2577,2024-09-02 20:20:23,Transfer,50.0
2578,2578,2024-06-18 05:06:06,Transfer,325.0
2579,2579,2024-02-21 05:13:05,Card,50.0
2580,2580,2024-08-18 12:09:21,Transfer,140.0
2581,2581,2024-10-14 11:05:35,Transfer,70.0
2582,2582,2024-03-01 19:03:53,Transfer,80.0
2583,2583,2024-05-24 03:52:41,Cash,180.0
2584,2584,2024-03-21 21:43:14,Cash,20.0
2585,2585,2024-12-08 09:06:33,Card,280.0
2586,2586,2024-08-27 06:22:42,Cash,140.0
2587,2587,2024-09-10 12:38:52,Card,175.0
2588,2588,2024-09-23 07:19:11,Transfer,140.0
2589,2589,2024-06-09 14:56:50,Transfer,280.0
2590,2590,2024-03-02 08:58:51,Transfer,35.0
2591,2591,2024-02-13 16:01:08,Cash,280.0
2592,2592,2024-02-22 18:12:50,Transfer,60.0
2593,2593,2024-05-27 00:21:58,Card,150.0
2594,2594,2024-01-27 23:16:16,Transfer,280.0
2595,2595,2024-03-21 11:18:52,Cash,300.0
2596,2596,2024-06-15 02:24:27,Card,150.0
2597,2597,2024-07-29 18:59:53,Transfer,35.0
2598,2598,2024-10-04 03:01:27,Transfer,210.0
2599,2599,2024-11-07 23:17:57,Card,255.0
2600,2600,2024-10-11 22:01:30,Transfer,240.0
2601,2601,2024-05-01 17:41:09,Transfer,320.0
2602,2602,2024-11-17 06:24:43,Card,400.0
2603,2603,2024-08-18 12:24:28,Card,140.0
2604,2604,2024-03-23 07:06:58,Card,70.0
2605,2605,2024-09-14 20:21:02,Cash,70.0
2606,2606,2024-10-24 00:27:46,Cash,175.0
2607,2607,2024-11-20 16:32:55,Cash,240.0
2608,2608,2024-02-16 07:36:41,Cash,140.0
2609,2609,2024-11-27 11:04:55,Cash,320.0
2610,2610,2024-04-05 14:13:22,Cash,120.0
2611,2611,2024-01-11 23:25:44,Transfer,350.0
2612,2612,2024-04-05 01:27:51,Cash,350.0
2613,2613,2024-05-13 07:15:22,Transfer,320.0
2614,2614,2024-08-08 22:50:40,Cash,340.0
2615,2615,2024-07-11 05:37:17,Transfer,200.0
2616,2616,2024-09-09 12:15:06,Card,180.0
2617,2617,2024-04-27 15:38:10,Cash,240.0
2618,2618,2023-12-31 18:28:47,Cash,105.0
2619,2619,2024-01-27 05:23:53,Cash,160.0
2620,2620,2024-06-09 16:45:42,Card,180.0
2621,2621,2024-01-26 10:19:59,Transfer,225.0
2622,2622,2024-06-13 11:41:55,Card,210.0
2623,2623,2024-07-03 09:16:33,Card,425.0
2624,2624,2024-08-16 13:16:52,Transfer,80.0
2625,2625,2024-04-29 20:05:23,Cash,70.0
2626,2626,2024-11-28 03:28:44,Transfer,70.0
2627,2627,2024-04-04 09:47:35,Cash,70.0
2628,2628,2024-03-14 13:38:02,Transfer,75.0
2629,2629,2024-08-22 12:17:26,Transfer,35.0
2630,2630,2024-03-23 04:32:37,Card,80.0
2631,2631,2024-06-08 20:47:01,Cash,20.0
2632,2632,2024-01-11 11:37:13,Cash,210.0
2633,2633,2024-12-14 09:49:24,Transfer,280.0
2634,2634,2024-05-07 16:30:15,Transfer,160.0
2635,2635,2024-02-28 17:47:58,Transfer,40.0
2636,2636,2024-11-21 12:29:41,Transfer,160.0
2637,2637,2024-12-11 08:49:58,Cash,140.0
2638,2638,2024-05-16 19:52:04,Card,70.0
2639,2639,2024-08-20 22:25:46,Cash,300.0
2640,2640,2024-10-09 10:54:16,Cash,45.0
2641,2641,2024-03-03 15:37:14,Transfer,35.0
2642,2642,2024-06-15 10:19:51,Transfer,10.0
2643,2643,2024-05-14 02:36:37,Card,180.0
2644,2644,2024-01-21 02:08:57,Card,375.0
2645,2645,2024-07-10 10:11:06,Transfer,80.0
2646,2646,2024-10-29 11:20:20,Cash,210.0
2647,2647,2024-06-05 04:18:53,Transfer,80.0
2648,2648,2023-12-30 07:13:03,Cash,150.0
2649,2649,2024-09-26 05:28:30,Transfer,30.0
2650,2650,2024-01-07 20:32:49,Cash,70.0
2651,2651,2024-09-16 07:19:11,Cash,375.0
2652,2652,2024-09-20 08:23:31,Transfer,70.0
2653,2653,2024-03-09 18:40:02,Card,160.0
2654,2654,2024-01-07 21:42:16,Transfer,140.0
2655,2655,2024-04-21 15:49:48,Cash,80.0
2656,2656,2024-08-07 14:59:07,Card,50.0
2657,2657,2024-07-19 23:59:54,Transfer,300.0
2658,2658,2024-08-30 22:09:20,Transfer,70.0
2659,2659,2024-04-21 17:20:05,Card,80.0
2660,2660,2024-06-27 20:55:44,Cash,160.0
2661,2661,2024-11-13 03:52:06,Cash,225.0
2662,2662,2024-01-28 09:41:04,Cash,280.0
2663,2663,2024-11-30 23:30:26,Card,140.0
2664,2664,2024-10-11 01:12:16,Cash,300.0
2665,2665,2024-07-31 23:08:17,Transfer,350.0
2666,2666,2024-11-20 11:52:02,Transfer,350.0
2667,2667,2024-04-02 20:35:16,Transfer,40.0
2668,2668,2024-12-14 02:30:31,Transfer,400.0
2669,2669,2024-07-18 10:03:45,Transfer,210.0
2670,2670,2024-01-16 23:43:08,Cash,70.0
2671,2671,2024-11-17 17:13:08,Transfer,10.0
2672,2672,2024-10-30 20:38:37,Cash,60.0
2673,2673,2024-07-16 01:58:52,Card,160.0
2674,2674,2024-01-26 23:37:33,Cash,400.0
2675,2675,2024-07-15 03:57:17,Cash,70.0
2676,2676,2024-04-17 21:06:38,Card,160.0
2677,2677,2024-01-04 20:14:58,Card,140.0
2678,2678,2024-12-09 06:38:08,Transfer,100.0
2679,2679,2024-02-16 17:50:57,Transfer,350.0
2680,2680,2024-12-04 22:16:48,Transfer,30.0
2681,2681,2024-10-24 23:47:51,Card,80.0
2682,2682,2024-02-15 09:28:35,Cash,120.0
2683,2683,2024-10-01 20:53:42,Cash,210.0
2684,2684,2024-12-09 11:21:47,Transfer,160.0
2685,2685,2024-09-26 18:46:16,Card,130.0
2686,2686,2024-01-27 11:08:18,Card,340.0
2687,2687,2024-01-13 11:05:16,Card,240.0
2688,2688,2024-03-17 00:15:52,Transfer,350.0
2689,2689,2024-07-12 07:28:09,Cash,175.0
2690,2690,2024-07-26 02:56:41,Transfer,70.0
2691,2691,2024-08-12 03:50:12,Transfer,70.0
2692,2692,2024-03-19 00:57:46,Transfer,150.0
2693,2693,2024-01-07 07:45:42,Transfer,180.0
2694,2694,2024-08-19 23:27:13,Transfer,150.0
2695,2695,2024-03-10 13:58:05,Transfer,80.0
2696,2696,2024-07-10 02:32:22,Transfer,140.0
2697,2697,2024-10-06 20:03:03,Transfer,210.0
2698,2698,2024-08-11 23:02:14,Cash,160.0
2699,2699,2024-08-18 14:34:06,Card,320.0
2700,2700,2024-06-03 04:14:40,Card,70.0
2701,2701,2024-08-11 14:25:15,Transfer,45.0
2702,2702,2024-09-13 21:36:22,Card,320.0
2703,2703,2024-08-01 06:49:44,Cash,50.0
2704,2704,2024-03-07 21:27:50,Transfer,280.0
2705,2705,2024-09-09 05:37:37,Card,350.0
2706,2706,2024-12-19 07:41:01,Cash,35.0
2707,2707,2024-03-31 22:01:50,Cash,240.0
2708,2708,2024-09-08 15:59:14,Transfer,350.0
2709,2709,2024-08-19 12:35:47,Transfer,175.0
2710,2710,2024-06-03 06:39:50,Cash,60.0
2711,2711,2024-10-03 02:26:24,Card,400.0
2712,2712,2024-05-16 23:13:35,Cash,135.0
2713,2713,2024-03-07 10:03:21,Transfer,260.0
2714,2714,2024-11-19 01:58:20,Cash,210.0
2715,2715,2024-09-10 14:14:02,Cash,140.0
2716,2716,2024-05-22 02:03:45,Cash,140.0
2717,2717,2024-04-26 14:54:56,Cash,300.0
2718,2718,2024-02-22 03:13:10,Card,10.0
2719,2719,2024-10-31 16:17:50,Cash,70.0
2720,2720,2024-12-06 08:34:39,Card,280.0
2721,2721,2024-09-11 00:42:29,Cash,120.0
2722,2722,2024-08-29 06:46:37,Card,100.0
2723,2723,2024-06-19 03:56:55,Cash,130.0
2724,2724,2024-07-21 17:49:33,Cash,70.0
2725,2725,2024-05-30 04:02:52,Cash,40.0
2726,2726,2024-04-18 15:50:54,Transfer,120.0
2727,2727,2024-02-29 01:08:31,Cash,75.0
2728,2728,2024-06-13 15:13:47,Cash,35.0
2729,2729,2024-06-27 17:15:50,Cash,35.0
2730,2730,2024-11-14 01:23:35,Cash,400.0
2731,2731,2024-10-05 19:39:54,Card,200.0
2732,2732,2024-08-09 07:26:49,Transfer,375.0
2733,2733,2024-12-11 07:25:22,Cash,80.0
2734,2734,2024-08-21 07:41:32,Cash,300.0
2735,2735,2024-11-14 23:52:12,Cash,200.0
2736,2736,2024-03-04 03:21:36,Transfer,160.0
2737,2737,2024-05-20 15:38:32,Card,50.0
2738,2738,2024-01-07 19:32:13,Transfer,195.0
2739,2739,2024-10-24 07:14:00,Transfer,175.0
2740,2740,2024-09-29 03:14:00,Card,20.0
2741,2741,2024-09-02 20:47:05,Transfer,20.0
2742,2742,2024-09-01 01:42:33,Transfer,300.0
2743,2743,2024-05-09 07:48:17,Cash,70.0
2744,2744,2024-05-17 01:15:54,Transfer,30.0
2745,2745,2024-01-14 17:12:18,Cash,90.0
2746,2746,2024-08-05 18:56:03,Transfer,340.0
2747,2747,2024-06-20 06:18:59,Transfer,200.0
2748,2748,2024-02-20 08:51:08,Transfer,150.0
2749,2749,2024-07-07 01:02:57,Card,200.0
2750,2750,2024-01-17 07:39:20,Card,140.0
2751,2751,2024-05-12 18:23:31,Transfer,250.0
2752,2752,2024-02-07 08:46:59,Cash,320.0
2753,2753,2024-08-05 13:06:45,Card,20.0
2754,2754,2024-07-20 12:36:58,Cash,90.0
2755,2755,2024-08-23 19:46:53,Card,200.0
2756,2756,2024-09-22 05:11:40,Cash,85.0
2757,2757,2024-06-30 00:02:07,Transfer,100.0
2758,2758,2024-04-24 19:55:46,Card,70.0
2759,2759,2024-10-17 04:16:50,Transfer,350.0
2760,2760,2024-05-04 23:35:13,Card,50.0
2761,2761,2024-10-04 14:10:37,Transfer,20.0
2762,2762,2024-05-28 19:10:21,Cash,260.0
2763,2763,2024-09-26 21:13:40,Transfer,240.0
2764,2764,2024-02-08 08:56:44,Cash,30.0
2765,2765,2024-03-20 09:18:25,Transfer,150.0
2766,2766,2024-09-23 06:30:49,Card,280.0
2767,2767,2024-11-23 08:56:29,Cash,350.0
2768,2768,2024-07-29 06:49:49,Card,140.0
2769,2769,2024-11-19 06:08:22,Transfer,20.0
2770,2770,2024-10-09 20:21:44,Transfer,425.0
2771,2771,2024-02-04 23:58:13,Card,75.0
2772,2772,2024-05-01 22:41:43,Cash,160.0
2773,2773,2024-09-23 07:22:12,Transfer,120.0
2774,2774,2024-01-08 20:01:25,Transfer,225.0
2775,2775,2024-02-02 21:47:27,Cash,105.0
2776,2776,2024-01-22 20:41:29,Cash,30.0
2777,2777,2024-11-01 19:49:47,Card,210.0
2778,2778,2024-08-19 18:33:09,Cash,80.0
2779,2779,2024-10-12 11:58:13,Card,140.0
2780,2780,2024-04-03 06:19:48,Cash,160.0
2781,2781,2024-03-11 19:36:17,Card,80.0
2782,2782,2024-04-07 01:24:13,Transfer,130.0
2783,2783,2024-08-30 16:39:06,Cash,140.0
2784,2784,2024-04-12 13:35:22,Cash,175.0
2785,2785,2024-09-04 18:54:53,Cash,35.0
2786,2786,2024-04-17 10:59:09,Card,175.0
2787,2787,2024-01-03 23:55:54,Transfer,130.0
2788,2788,2024-11-29 05:44:11,Cash,140.0
2789,2789,2024-01-19 23:27:43,Cash,350.0
2790,2790,2024-03-06 00:07:02,Cash,225.0
2791,2791,2024-12-02 03:49:50,Cash,35.0
2792,2792,2024-10-04 22:31:29,Card,30.0
2793,2793,2024-10-02 16:02:43,Cash,140.0
2794,2794,2024-12-18 19:53:04,Transfer,40.0
2795,2795,2024-09-14 04:49:32,Card,140.0
2796,2796,2024-10-22 10:54:36,Transfer,80.0
2797,2797,2024-10-14 00:33:18,Cash,70.0
2798,2798,2024-07-29 23:30:02,Transfer,280.0
2799,2799,2024-08-05 02:57:27,Card,80.0
2800,2800,2024-04-14 15:02:27,Transfer,350.0
2801,2801,2024-02-28 06:19:46,Card,350.0
2802,2802,2024-05-06 01:37:20,Cash,375.0
2803,2803,2024-11-12 21:49:13,Cash,195.0
2804,2804,2024-06-20 20:22:22,Card,210.0
2805,2805,2024-09-28 08:33:09,Card,150.0
2806,2806,2024-04-17 22:01:35,Card,30.0
2807,2807,2024-12-06 23:52:36,Card,280.0
2808,2808,2024-08-11 16:27:47,Cash,425.0
2809,2809,2024-07-10 15:58:33,Card,70.0
2810,2810,2024-12-17 02:07:59,Cash,70.0
2811,2811,2024-09-30 23:26:15,Cash,70.0
2812,2812,2024-03-05 07:41:57,Cash,130.0
2813,2813,2024-04-15 15:15:10,Cash,425.0
2814,2814,2024-07-28 19:17:12,Card,195.0
2815,2815,2024-04-15 12:55:54,Cash,30.0
2816,2816,2024-01-08 21:04:28,Card,80.0
2817,2817,2024-05-14 17:30:57,Cash,65.0
2818,2818,2024-07-18 02:21:18,Cash,160.0
2819,2819,2024-12-08 22:09:48,Cash,50.0
2820,2820,2024-10-14 07:34:34,Transfer,350.0
2821,2821,2024-05-20 15:37:12,Card,150.0
2822,2822,2024-07-05 02:37:31,Card,85.0
2823,2823,2024-09-15 02:04:30,Transfer,90.0
2824,2824,2024-05-29 00:12:11,Transfer,160.0
2825,2825,2024-07-10 17:56:22,Transfer,140.0
2826,2826,2024-07-02 18:15:23,Card,175.0
2827,2827,2024-02-18 08:21:28,Card,280.0
2828,2828,2024-08-23 11:31:41,Cash,10.0
2829,2829,2024-05-24 23:02:12,Cash,350.0
2830,2830,2024-03-24 21:30:46,Cash,200.0
2831,2831,2024-02-28 17:13:26,Transfer,225.0
2832,2832,2024-04-12 16:17:15,Transfer,140.0
2833,2833,2024-06-20 13:47:53,Cash,280.0
2834,2834,2024-01-03 08:46:52,Transfer,60.0
2835,2835,2024-07-26 22:31:33,Card,30.0
2836,2836,2024-04-29 11:58:47,Card,170.0
2837,2837,2024-07-11 16:12:54,Cash,30.0
2838,2838,2024-11-05 08:40:48,Cash,70.0
2839,2839,2024-05-09 04:08:32,Transfer,210.0
2840,2840,2024-02-15 22:42:45,Card,425.0
2841,2841,2023-12-26 18:57:16,Cash,350.0
2842,2842,2024-07-10 16:30:31,Cash,200.0
2843,2843,2024-05-17 20:24:43,Cash,120.0
2844,2844,2024-03-23 23:01:19,Transfer,40.0
2845,2845,2024-03-26 08:42:11,Card,150.0
2846,2846,2024-01-06 08:51:54,Card,210.0
2847,2847,2024-07-02 22:43:31,Card,240.0
2848,2848,2024-12-20 02:02:24,Transfer,50.0
2849,2849,2024-07-22 06:51:21,Transfer,195.0
2850,2850,2024-11-10 23:05:07,Transfer,75.0
2851,2851,2024-11-26 13:06:50,Card,225.0
2852,2852,2024-06-24 10:54:42,Card,425.0
2853,2853,2024-12-08 02:37:56,Cash,105.0
2854,2854,2024-06-22 04:04:06,Card,400.0
2855,2855,2024-03-25 09:09:44,Transfer,400.0
2856,2856,2024-12-18 13:19:38,Transfer,500.0
2857,2857,2024-10-16 12:24:34,Card,300.0
2858,2858,2024-04-12 22:21:45,Transfer,350.0
2859,2859,2024-07-24 14:51:40,Card,105.0
2860,2860,2024-12-17 06:58:03,Cash,40.0
2861,2861,2024-10-07 21:27:54,Transfer,160.0
2862,2862,2024-06-21 12:46:55,Transfer,240.0
2863,2863,2024-02-24 16:25:12,Cash,60.0
2864,2864,2024-11-24 10:45:57,Transfer,350.0
2865,2865,2024-04-28 06:30:55,Transfer,250.0
2866,2866,2024-09-03 21:17:30,Card,320.0
2867,2867,2024-03-29 07:31:55,Cash,100.0
2868,2868,2024-04-03 06:23:00,Card,65.0
2869,2869,2024-10-24 03:26:39,Transfer,70.0
2870,2870,2024-07-26 18:14:19,Cash,130.0
2871,2871,2024-03-16 05:22:37,Transfer,240.0
2872,2872,2024-02-27 19:51:27,Cash,30.0
2873,2873,2024-02-08 20:26:05,Transfer,300.0
2874,2874,2024-08-03 20:29:06,Cash,255.0
2875,2875,2024-09-05 15:48:00,Card,210.0
2876,2876,2024-06-18 19:49:06,Cash,255.0
2877,2877,2024-04-01 22:50:28,Transfer,140.0
2878,2878,2024-03-05 15:15:36,Card,225.0
2879,2879,2024-06-16 01:40:29,Card,320.0
2880,2880,2024-07-26 18:19:39,Transfer,70.0
2881,2881,2024-03-23 10:49:14,Card,20.0
2882,2882,2024-02-03 21:00:31,Card,140.0
2883,2883,2024-05-11 23:09:33,Transfer,300.0
2884,2884,2024-05-21 05:57:07,Cash,175.0
2885,2885,2024-09-14 16:23:45,Card,400.0
2886,2886,2024-10-06 19:02:41,Transfer,140.0
2887,2887,2024-05-11 11:34:49,Transfer,175.0
2888,2888,2024-11-07 04:52:33,Card,300.0
2889,2889,2024-06-14 22:20:14,Cash,140.0
2890,2890,2024-06-07 00:02:10,Transfer,300.0
2891,2891,2024-08-27 00:11:45,Cash,35.0
2892,2892,2024-12-21 23:31:46,Cash,130.0
2893,2893,2024-08-30 23:51:09,Transfer,320.0
2894,2894,2024-07-01 02:54:38,Card,180.0
2895,2895,2024-01-31 22:40:23,Transfer,195.0
2896,2896,2024-03-18 20:05:58,Transfer,70.0
2897,2897,2024-07-29 14:55:44,Cash,105.0
2898,2898,2024-09-18 13:38:36,Card,50.0
2899,2899,2024-03-30 19:23:02,Transfer,40.0
2900,2900,2024-06-05 09:10:12,Cash,350.0
2901,2901,2024-10-03 02:58:08,Transfer,400.0
2902,2902,2024-07-21 02:24:06,Transfer,240.0
2903,2903,2024-07-16 17:44:33,Transfer,70.0
2904,2904,2024-08-14 20:33:47,Transfer,30.0
2905,2905,2024-08-16 06:05:45,Card,10.0
2906,2906,2024-02-10 05:38:45,Transfer,210.0
2907,2907,2024-07-29 19:03:21,Cash,70.0
2908,2908,2024-06-27 17:44:02,Card,160.0
2909,2909,2024-08-18 20:38:02,Card,80.0
2910,2910,2024-12-01 10:43:30,Cash,60.0
2911,2911,2024-10-23 23:17:46,Card,320.0
2912,2912,2024-11-23 09:58:55,Card,255.0
2913,2913,2024-02-17 19:57:43,Transfer,65.0
2914,2914,2024-05-15 20:50:36,Cash,180.0
2915,2915,2024-02-08 12:05:10,Card,80.0
2916,2916,2024-04-12 14:56:56,Card,90.0
2917,2917,2024-07-18 05:53:10,Transfer,70.0
2918,2918,2024-09-29 15:16:29,Card,350.0
2919,2919,2024-02-06 14:43:55,Card,70.0
2920,2920,2024-03-14 22:46:06,Card,400.0
2921,2921,2024-08-15 19:19:55,Transfer,40.0
2922,2922,2024-03-23 08:43:38,Transfer,80.0
2923,2923,2024-12-09 02:21:46,Transfer,425.0
2924,2924,2024-07-03 14:34:27,Cash,320.0
2925,2925,2024-03-07 11:33:03,Transfer,375.0
2926,2926,2024-11-27 02:09:11,Cash,500.0
2927,2927,2024-10-17 10:18:07,Cash,70.0
2928,2928,2024-05-09 11:58:08,Transfer,10.0
2929,2929,2024-10-27 11:06:02,Card,280.0
2930,2930,2024-08-07 03:18:26,Card,210.0
2931,2931,2024-10-07 04:48:09,Card,400.0
2932,2932,2024-06-17 05:26:35,Cash,210.0
2933,2933,2024-04-17 17:23:30,Card,40.0
2934,2934,2024-12-17 02:21:56,Cash,350.0
2935,2935,2024-01-28 01:34:08,Transfer,400.0
2936,2936,2024-08-03 01:04:40,Transfer,280.0
2937,2937,2024-02-01 02:46:59,Card,60.0
2938,2938,2024-12-03 04:28:23,Card,325.0
2939,2939,2024-07-26 06:31:51,Cash,20.0
2940,2940,2024-10-20 04:27:20,Card,30.0
2941,2941,2024-02-16 18:48:11,Transfer,425.0
2942,2942,2024-04-04 22:06:21,Card,350.0
2943,2943,2024-02-14 11:17:57,Cash,170.0
2944,2944,2024-01-11 02:55:29,Cash,280.0
2945,2945,2024-06-19 04:25:30,Card,70.0
2946,2946,2024-01-26 14:31:32,Transfer,30.0
2947,2947,2024-08-23 18:22:59,Card,150.0
2948,2948,2024-04-05 07:47:07,Transfer,175.0
2949,2949,2024-08-19 05:21:26,Transfer,80.0
2950,2950,2024-04-03 22:38:30,Cash,70.0
2951,2951,2024-06-18 19:20:15,Transfer,140.0
2952,2952,2023-12-28 14:55:54,Card,75.0
2953,2953,2024-10-04 17:47:35,Transfer,85.0
2954,2954,2024-03-13 05:01:34,Cash,20.0
2955,2955,2024-01-23 06:08:04,Transfer,200.0
2956,2956,2024-03-06 11:02:14,Card,35.0
2957,2957,2024-07-27 15:10:46,Card,150.0
2958,2958,2024-06-16 02:20:48,Transfer,100.0
2959,2959,2024-02-14 04:01:00,Card,70.0
2960,2960,2024-06-13 21:55:53,Transfer,150.0
2961,2961,2024-06-10 17:04:03,Card,300.0
2962,2962,2024-08-06 17:16:25,Transfer,170.0
2963,2963,2024-04-27 20:07:42,Transfer,400.0
2964,2964,2024-06-18 06:13:15,Card,105.0
2965,2965,2024-10-20 05:57:58,Cash,180.0
2966,2966,2024-11-03 00:16:12,Cash,175.0
2967,2967,2024-10-11 11:52:50,Card,80.0
2968,2968,2024-10-08 20:57:37,Card,150.0
2969,2969,2024-12-12 19:10:01,Card,70.0
2970,2970,2023-12-26 16:35:19,Card,200.0
2971,2971,2024-07-21 12:16:06,Transfer,280.0
2972,2972,2024-11-22 17:34:15,Transfer,100.0
2973,2973,2024-08-22 07:15:11,Transfer,35.0
2974,2974,2024-03-08 05:45:03,Card,150.0
2975,2975,2024-03-07 23:23:49,Cash,350.0
2976,2976,2024-07-03 14:11:52,Transfer,195.0
2977,2977,2024-02-22 00:36:54,Transfer,425.0
2978,2978,2024-10-12 05:41:49,Transfer,85.0
2979,2979,2023-12-30 15:21:15,Cash,210.0
2980,2980,2024-06-05 07:11:21,Cash,140.0
2981,2981,2024-02-05 00:07:57,Cash,400.0
2982,2982,2024-06-28 20:16:31,Transfer,375.0
2983,2983,2024-11-16 11:40:54,Card,200.0
2984,2984,2024-10-26 16:39:49,Transfer,280.0
2985,2985,2024-01-25 10:15:05,Cash,200.0
2986,2986,2024-08-30 00:53:19,Cash,70.0
2987,2987,2024-02-13 21:52:13,Card,350.0
2988,2988,2024-11-28 16:23:11,Transfer,140.0
2989,2989,2024-09-11 15:43:05,Cash,120.0
2990,2990,2024-07-29 21:43:02,Cash,350.0
2991,2991,2024-01-17 01:07:30,Cash,255.0
2992,2992,2024-09-24 22:36:40,Transfer,400.0
2993,2993,2024-04-12 03:56:18,Card,50.0
2994,2994,2024-09-03 19:44:35,Card,100.0
2995,2995,2023-12-25 18:07:27,Card,300.0
2996,2996,2024-09-18 13:01:36,Transfer,80.0
2997,2997,2024-07-24 18:37:31,Card,260.0
2998,2998,2024-08-13 16:51:59,Cash,105.0
2999,2999,2024-08-18 09:16:34,Transfer,200.0
3000,3000,2024-12-09 12:53:03,Card,120.0
3001,3001,2024-09-29 05:27:54,Transfer,40.0
3002,3002,2024-12-22 19:46:05,Cash,90.0
3003,3003,2024-10-06 07:02:50,Card,250.0
3004,3004,2024-03-18 08:40:32,Transfer,150.0
3005,3005,2024-04-15 13:29:32,Transfer,140.0
3006,3006,2024-02-05 20:31:36,Cash,90.0
3007,3007,2024-02-13 13:12:28,Cash,130.0
3008,3008,2024-08-01 15:09:28,Cash,140.0
3009,3009,2024-01-03 04:21:35,Cash,175.0
3010,3010,2024-10-28 19:34:17,Card,160.0
3011,3011,2024-10-29 23:50:51,Cash,40.0
3012,3012,2024-03-04 13:23:23,Transfer,50.0
3013,3013,2024-05-05 06:35:22,Card,80.0
3014,3014,2024-03-17 18:17:16,Cash,175.0
3015,3015,2024-03-18 08:53:09,Cash,160.0
3016,3016,2024-02-09 09:35:21,Transfer,200.0
3017,3017,2024-01-25 15:25:20,Cash,210.0
3018,3018,2024-11-09 14:15:47,Transfer,150.0
3019,3019,2024-01-09 16:17:51,Cash,70.0
3020,3020,2024-02-25 00:16:46,Card,100.0
3021,3021,2024-07-10 14:45:24,Card,50.0
3022,3022,2024-07-26 16:03:37,Card,200.0
3023,3023,2024-03-24 07:34:14,Card,340.0
3024,3024,2024-10-13 03:18:24,Card,60.0
3025,3025,2024-06-26 06:04:34,Cash,140.0
3026,3026,2024-12-21 08:11:45,Card,400.0
3027,3027,2024-03-26 02:28:04,Card,400.0
3028,3028,2024-09-23 12:05:56,Card,325.0
3029,3029,2024-01-24 14:46:20,Transfer,20.0
3030,3030,2024-04-24 19:05:36,Card,180.0
3031,3031,2024-03-20 11:56:12,Card,175.0
3032,3032,2024-01-09 15:47:23,Transfer,255.0
3033,3033,2024-03-15 21:48:25,Card,70.0
3034,3034,2024-02-29 13:17:18,Transfer,210.0
3035,3035,2024-09-30 01:12:03,Cash,40.0
3036,3036,2024-04-18 18:12:42,Cash,150.0
3037,3037,2024-03-31 02:27:41,Cash,175.0
3038,3038,2024-10-09 18:13:21,Transfer,375.0
3039,3039,2024-02-17 04:33:02,Cash,140.0
3040,3040,2024-04-18 07:21:58,Cash,170.0
3041,3041,2024-01-11 21:42:41,Transfer,260.0
3042,3042,2024-10-31 09:01:34,Card,210.0
3043,3043,2024-10-19 22:03:06,Transfer,40.0
3044,3044,2024-12-08 08:02:47,Cash,240.0
3045,3045,2024-07-30 15:38:45,Card,300.0
3046,3046,2024-02-01 20:02:42,Cash,210.0
3047,3047,2024-05-24 13:06:17,Cash,400.0
3048,3048,2024-05-06 23:51:31,Transfer,340.0
3049,3049,2024-01-19 05:15:32,Transfer,200.0
3050,3050,2024-05-17 02:36:55,Card,400.0
3051,3051,2024-10-22 00:08:33,Card,280.0
3052,3052,2024-12-13 07:30:57,Card,140.0
3053,3053,2024-06-13 11:24:43,Transfer,70.0
3054,3054,2024-05-07 21:33:46,Cash,400.0
3055,3055,2024-04-07 04:38:04,Cash,200.0
